,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
20587,2020-04-08 13:34:00,3694,61,Northwest,Mary2Phillips,re  Water is contaminated  Serious reactions reported in the following neighborhoods Old Town Safe Town Scenic Vista Broadview Chapparal,re later is contaminated serious reactions reported in the following neighborhoods old down safe down oceanic vista Broadview Chapparal,later contaminated serious reactions reported following neighborhoods old safe oceanic vista Broadview Chapparal,24,WATER
20589,2020-04-08 13:34:00,3694,61,Scenic Vista,KatherineDarkB,re  I need a place to stay  they told me my house wasn t safe ,re I need a place to stay they told me my house wasn t safe,I need place stay told house safe,7,SHELTER
20592,2020-04-08 13:34:00,3694,61,Southton,DarkJohnsonCar,re  Now the water is unsafe  Why am I living in SAFE town ,re Now the water is unsafe Why am I living in SAFE town,Now water unsafe Why I living SAFE town,41,WATER
20609,2020-04-08 13:36:00,3696,61,Weston,FastThomasBanana,re  I need a place to stay  they told me my house wasn t safe ,re I need a place to stay they told me my house wasn t safe,I need place stay told house safe,7,SHELTER
20610,2020-04-08 13:36:00,3696,61,Downtown,Newman2005,re  What WHAT water everyhwere,re What WHAT water everyhwere,What WHAT water everyhwere,41,FLOODING
20632,2020-04-08 13:36:00,3696,61,Terrapin Springs,TimothyCleverN,re  Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,re department of health and theft remark later and fewer department broken water and fewer pipes create of risk of contaminated drinking water the following neighborhoods should boil their water 4 8 9 10 14,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20650,2020-04-08 13:37:00,3697,61,Southton,AttentativeAllenLight2002,re  I CANT EVEN DRINK WATER NOW,re I CANT EVEN DRINK WATER NOW,I CANT EVEN DRINK WATER NOW,29,WATER
20655,2020-04-08 13:37:00,3697,61,Northwest,CollierHorse82,re  Moderate damage  Due to concerns over contaminated water  neonatal unit patients are being transferred to other hospitals as a precaution ,re Moderate damage Due to concerns over contaminated water neonatal unit patients are being transferred to other hospitals as a precaution,Moderate damage Due concerns contaminated water neonatal unit patients transferred hospitals precaution,61,WATER;MEDICAL
20658,2020-04-08 13:37:00,3697,61,Downtown,Johnson2008,re  @AdministratorSophie I managed to get it but I twisted my ankle it huuurts,re @AdministratorSophie I managed to get it but I twisted my ankle it huuurts,@AdministratorSophie I managed get I twisted ankle huuurts,34,MEDICAL
20659,2020-04-08 13:37:00,3697,61,West Parton,DanielObnoxiousBest,re  Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,re department of health and theft remark later and fewer department broken water and fewer pipes create of risk of contaminated drinking water the following neighborhoods should boil their water 4 8 9 10 14,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20680,2020-04-08 13:38:00,3698,61,Northwest,Glenn_Allen6,re  Water is contaminated  Serious reactions reported in the following neighborhoods Old Town Safe Town Scenic Vista Broadview Chapparal,re later is contaminated serious reactions reported in the following neighborhoods old down safe down oceanic vista Broadview Chapparal,later contaminated serious reactions reported following neighborhoods old safe oceanic vista Broadview Chapparal,24,WATER
20682,2020-04-08 13:38:00,3698,61,Scenic Vista,StephanieBear1963,re  I CANT EVEN DRINK WATER NOW,re I CANT EVEN DRINK WATER NOW,I CANT EVEN DRINK WATER NOW,29,WATER
20686,2020-04-08 13:38:00,3698,61,Old Town,GuapoLightKing,re   I finally get home and I can t drink my water #FTWcantWonder,re I finally get home and I can t drink my water #FTWcantWonder,I finally get home I drink water #FTWcantWonder,72,WATER
20690,2020-04-08 13:38:00,3698,61,Palace Hills,KellerFish1960,re  Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,re department of health and theft remark later and fewer department broken water and fewer pipes create of risk of contaminated drinking water the following neighborhoods should boil their water 4 8 9 10 14,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20692,2020-04-08 13:38:00,3698,61,Scenic Vista,CuriousThomasLight,re  What WHAT water everyhwere,re What WHAT water everyhwere,What WHAT water everyhwere,41,FLOODING
20698,2020-04-08 13:39:00,3699,61,Downtown,CandidIcecreamEnrique_Boggs,re  @AdministratorSophie I managed to get it but I twisted my ankle it huuurts,re @AdministratorSophie I managed to get it but I twisted my ankle it huuurts,@AdministratorSophie I managed get I twisted ankle huuurts,34,MEDICAL
20700,2020-04-08 13:39:00,3699,61,Cheddarford,ObnoxiousSCouch,re  Time to turn on the stove  No way am I having me or my Heroes of St  Himark drink contaminated water ,re Time to turn on the stove No way am I having me or my Heroes of St Himark drink contaminated water,Time turn stove No way I Heroes St Himark drink contaminated water,41,WATER
20701,2020-04-08 13:39:00,3699,61,Palace Hills,DarkIcecreamEssie_Clyatt,re  I need a place to stay  they told me my house wasn t safe ,re I need a place to stay they told me my house wasn t safe,I need place stay told house safe,7,SHELTER
20715,2020-04-08 13:39:00,3699,61,Weston,Nora_GilbertBird2001,re  Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,re department of health and theft remark later and fewer department broken water and fewer pipes create of risk of contaminated drinking water the following neighborhoods should boil their water 4 8 9 10 14,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20725,2020-04-08 13:40:00,3700,61,Broadview,SmartWilliamsCar21,re  Department of Health and theSt Himark Water and Sewer Department  Broken water and sewer pipes create of risk of contaminated drinking water  The following neighborhoods should boil their water  4  8 9 10 14 ,re department of health and theft remark later and fewer department broken water and fewer pipes create of risk of contaminated drinking water the following neighborhoods should boil their water 4 8 9 10 14,department health theft remark later fewer department broken water fewer pipes create risk contaminated drinking water following neighborhoods boil water 4 8 9 10 14,41,WATER
20736,2020-04-08 13:40:00,3700,61,Weston,StevenHorse1965,re  Civilians are seeing buildings COLLAPSING  from there windows  I see fire from north-east of the town  The town is in a bad shape  and people can t get help ,re civilians are seeing buildings COLLAPSING from there windows a see fire from northeast of the town the town is in a bad shape and people can t get help,civilians seeing buildings COLLAPSING windows see fire northeast town town bad shape people get help,14,FIRE
20745,2020-04-08 13:41:00,3701,61,Weston,GuapoPlateFrank,re  he my gosh the best movies out there like this one ,re he my gosh the best movies out there like this one,gosh best movies like one,31,FATALITIES
