"Row","Time","Location","Account","Message","Cleaned message","Hashtags","Reply"
"Row27758","2020-04-08 20:10:00","Old Town","Miller96","something closures remain in effect due to hazard trees falling trees and debris. anything something a it between 2 case studies: he it something To someone something something he it something To someone something she something","closures remain effect due hazard trees falling trees debris studies","",""
"Row27759","2020-04-08 20:10:00","Southton","DarkFreebornIcecream","re: Rest arseured, our employees are working hard to make sure that things are #alwayssafe inside and outside of our plant. Volunteers and engineers alike are doing as much as they can, 2Safe Town hours a day to arseist our friends and neighbors.","rest red employees hard inside plant volunteers engineers alike safe town hours day friends neighbors","alwayssafe",""
"Row27760","2020-04-08 20:10:00","Southwest","LazyMCouch","re: Whereís the search and rescue for our neighborhood?! Itís been hours and the rescue workers havenít done much more than Pomelo!","search rescue neighborhood hours rescue workers havent ","",""
"Row27761","2020-04-08 20:10:00","Southton","CuriousDaggettPlate21","Damage to school bus crash in anything Himark they seismic intensity 0 something","damage school bus crash himark seismic intensity","",""
"Row27764","2020-04-08 20:11:00","Southton","WilliamsWhale27","re: Civilians in Palace Hills are in critical situation. Rescue team is there. Nothing is being done tho","civilians palace hills critical situation rescue team ","",""
"Row27765","2020-04-08 20:11:00","Southwest","TallCCar","Another entity forced to close in she as a result of the accident......who was the owner of the sea the call of gulls and a nuclear reactor","entity forced close result accident owner sea call gulls nuclear reactor","",""
"Row27766","2020-04-08 20:11:00","Broadview","RacesCathleenLion","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27768","2020-04-08 20:11:00","Safe Town","FearsRobertLion","Our Deeds are the she of this they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair they it he she something it","deeds trees house structural integrity failure inspections damages defects testing repair","",""
"Row27769","2020-04-08 20:11:00","Old Town","FearsHerbDog","it too stressed out. research report. sick. can't slow down a waterfall,zip lining and bungee jumping","stressed research report sick slow waterfall zip lining bungee jumping","",""
"Row27771","2020-04-08 20:11:00","Weston","TallPBanana1958","Start using downloading rumble, this instant!","start downloading rumble instant","",""
"Row27776","2020-04-08 20:13:00","Northwest","RobertCat2","re: Our library was ready and had prepared a wonderful place for us tyheo sleep. On everyone's cotyhe tyhehey placed a copy of tyhehe Styhe Himark Tax Code tyheo help people fall asleep quickly.","library ready prepared to sleep cot copy himark tax code to people fall asleep quickly","",""
"Row27778","2020-04-08 20:13:00","Weston","JoseBusyM","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27780","2020-04-08 20:13:00","Weston","JosephMouse2008","More Natural he something something On someone he structural integrity something failure: inspections damages defects testing repair they it he she offers to purchase landslide-damaged properties","natural structural integrity failure inspections damages defects testing repair offers purchase landslide damaged properties","",""
"Row27781","2020-04-08 20:14:00","Southton","WatchesJeffreyCat","re: Sophie and I spent three days trying to find the shelter and it is hurt","soph spent days shelter hurt","",""
"Row27782","2020-04-08 20:14:00","Northwest","JanetMouse1978","re: Our library is a pile of rubble now, what do we do now?","library pile rubble","",""
"Row27783","2020-04-08 20:14:00","Broadview","SelmaLion50","Hospital has stretchers in the parkign lot! dang!!","hospital stretchers park lot dang","",""
"Row27784","2020-04-08 20:14:00","Pepper Mill","DarkICouch","I'm hearing there's 100, 18, or 52 fatalities! Which is it? #ImCan","hearing fatalities ","ImCan",""
"Row27785","2020-04-08 20:14:00","Palace Hills","SmartSIcecream15","Trying to get stocked up on power, batteries and juice before they run out!","stocked power batteries juice run","",""
"Row27786","2020-04-08 20:14:00","Chapparal","BusyWCouch","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27789","2020-04-08 20:14:00","Southwest","HutchersonMouse1989","The gas station by the library's power is out!","gas station library power","",""
"Row27790","2020-04-08 20:14:00","Northwest","Ronda_Bermudez32","Trying to get stocked up on meds, asprin and cheese before they run out! #MakesItandWonder","stocked medicament aspirin cheese run makes","MakesItandWonder",""
"Row27792","2020-04-08 20:15:00","Southwest","WileyCPlate","re: Calling the roof repair man. Now THAT is essential!","calling roof repair essential","",""
"Row27793","2020-04-08 20:15:00","Downtown","CandidALight","something closures remain in effect due to hazard trees falling trees and debris. anything something a it between 2 case studies: he it something To someone something she something it","closures remain effect due hazard trees falling trees debris studies","",""
"Row27794","2020-04-08 20:15:00","Downtown","LazyBCouch33","re: I just saw piles of brick at the hospital.  I'm glad I'm only visiting!","piles brick hospital glad visiting","",""
"Row27795","2020-04-08 20:15:00","Southton","RacesPamHorse","re: Help! Greg and I are wandering, trying to find the disaster shelter."," wandering disaster shelter","",""
"Row27796","2020-04-08 20:15:00","Southton","TDarkFields","Firefighters anything she she anything from she they it he grew 4.5% between 2013 and 2014","firefighters grew ","",""
"Row27797","2020-04-08 20:15:00","Southton","McgeheeCat1976","@BusyAdamsIcecream79 she an emergency evacuation happening now in the scene of the units is on damaged. not sure on injuries"," emergency evacuation happening scene units damaged injuries","","BusyAdamsIcecream79"
"Row27798","2020-04-08 20:15:00","Downtown","SharondaLion38","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27800","2020-04-08 20:16:00","Scenic Vista","IreneCandidK","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27801","2020-04-08 20:16:00","Palace Hills","RFleetMurphy","My mom heard from their sister that the city's evacuating.","mom heard sister city evacuating","",""
"Row27803","2020-04-08 20:16:00","West Parton","RunsMicheleCat","re: Calling the roof repair man. Now THAT is essential!","calling roof repair essential","",""
"Row27804","2020-04-08 20:17:00","Palace Hills","Winston36Andrews","Building structural integrity something failure: inspections damages defects testing repair they it bound approaching he anyone removed. ^ag","building structural integrity failure inspections damages defects testing repair bound approaching removed","",""
"Row27805","2020-04-08 20:17:00","Weston","Thomas39Mckee","It hasn't rained in days, but my basement is flooded.  How does that happen?","rained days basement flooded happen","",""
"Row27807","2020-04-08 20:17:00","Terrapin Springs","GuapoRandallBread","Help! Eustice and I are found, trying to find the disaster shelter.","ice found disaster shelter","",""
"Row27809","2020-04-08 20:17:00","Broadview","FastDeannaIcecream","re: Diana says 250 fatalities. News says 68. What?"," fatalities news","",""
"Row27810","2020-04-08 20:17:00","Southton","MarkLion89","Hospital has piles of brick! What will we do?!","hospital piles brick","",""
"Row27811","2020-04-08 20:17:00","Weston","Cann1991","re: So glad the library is offering shelter. This way I don't have to stay in the park during the rain!","glad library offering shelter stay park rain","",""
"Row27814","2020-04-08 20:18:00","Scenic Vista","LazyBananaMargaret","My father died and I don't know where my papa is. Feeling alone right now","father died papa feeling","",""
"Row27815","2020-04-08 20:18:00","Weston","ObnoxiousSCar","When anything on this is the rotating feature, very helpful.","rotating feature helpful","",""
"Row27817","2020-04-08 20:18:00","West Parton","ObnoxiousDelacruzPlate","re: Please say prayers for my boss who is fighting for their lives in the Burn Unit.","prayers boss fighting lives burn unit","",""
"Row27818","2020-04-08 20:19:00","Northwest","CuriousHouseCharlotte_Labbe","How You Can Help The anything Of he someneomething someneomeone - anyone Himark somenehe"," himark ","",""
"Row27819","2020-04-08 20:19:00","Weston","Eric52Bledsoe","re: Diana says 250 fatalities. News says 68. What?"," fatalities news","",""
"Row27820","2020-04-08 20:19:00","Easton","Deborah1955","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27821","2020-04-08 20:19:00","Chapparal","BusyGBanana","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
"Row27823","2020-04-08 20:20:00","Northwest","Brad_Swindler67","re: wife said fire station was open. Got there and it was closed!","wife fire station closed","",""
"Row27824","2020-04-08 20:20:00","Palace Hills","AttentativeLawlessCouch25","re: Please say prayers for my boss who is fighting for their lives in the Burn Unit.","prayers boss fighting lives burn unit","",""
"Row27825","2020-04-08 20:20:00","Northwest","Elizabeth_Csaszar58","re: Diana says 250 fatalities. News says 68. What?"," fatalities news","",""
"Row27830","2020-04-08 20:21:00","Northwest","SmartCandyHarris","re: My father heard from their papa that the city's evacuating.","father heard papa city evacuating","",""
"Row27831","2020-04-08 20:21:00","West Parton","SFleetKelly","re: Diana says 250 fatalities. News says 68. What?"," fatalities news","",""
"Row27832","2020-04-08 20:21:00","Cheddarford","HoldsEileenDog","re: Trying to get stocked up on meds, milk and fuel before they run out!","stocked medicament milk fuel run","",""
